pct,chemical,chemical_code,total_items,total_tabs_caps
08X,Bezafibrate,0212000D0,1337,36879
08A,Varenicline Tartrate,0410020C0,783,36877
07P,Metformin Hydrochloride/Pioglitazone,0601023W0,389,36876
07M,Methyldopa,0205020H0,493,36876
07Q,Glimepiride,0601021A0,566,36876
00X,Estradiol Valerate,0604011K0,488,36874
05X,Dabigatran Etexilate,0208020X0,541,36874
10K,Dexamethasone,0603020G0,867,36873
04V,Prasugrel,0209000Y0,1310,36868
02A,Oxcarbazepine,0408010D0,445,36865
11E,Clomipramine Hydrochloride,0403010F0,679,36864
08C,Domperidone,0406000J0,870,36852
10C,Zolpidem Tartrate,0401010Y0,1580,36848
08Y,Varenicline Tartrate,0410020C0,1193,36848
05D,Sacubitril/Valsartan,0205052AE,624,36848
03A,Hydralazine Hydrochloride,0205010J0,918,36843
03A,Zolpidem Tartrate,0401010Y0,1719,36837
07V,Nitrazepam,0401010R0,1464,36837
00M,Amiloride Hydrochloride,0202030C0,1284,36834
09Y,Sacubitril/Valsartan,0205052AE,493,36832
03D,Estradiol Valerate,0604011K0,442,36827
09L,Amisulpride,0402010A0,1084,36826
06N,Nefopam Hydrochloride,0407010P0,413,36821
99F,Rabeprazole Sodium,0103050T0,859,36817
05D,Flupentixol Hydrochloride,0403040F0,714,36813
99N,Rivastigmine,0411000E0,686,36811
02T,Acamprosate Calcium,0410010A0,342,36810
00L,Prasugrel,0209000Y0,1266,36804
07R,Dipyridamole,0209000L0,535,36804
08T,Phenobarbital,0408010N0,588,36802
10E,Norethisterone,0604012P0,728,36799
01R,Ondansetron Hydrochloride,0406000S0,792,36798
10J,Telmisartan,0205052Q0,950,36794
00Y,Co-Tenidone (Atenolol/Chlortalidone),020400040,926,36786
09W,Nefopam Hydrochloride,0407010P0,514,36783
09L,Metoprolol Tartrate,0204000K0,619,36783
99G,Levodopa/Carbidopa/Entacapone,0409010X0,279,36782
05F,Domperidone,0406000J0,659,36779
05T,Lacidipine,0206020K0,1129,36778
05D,Bezafibrate,0212000D0,948,36771
08Q,Clobazam,040801060,1082,36766
02N,Methylphenidate Hydrochloride,0404000M0,847,36763
09Y,Balsalazide Sodium,0105010D0,130,36758
10C,Lithium Carbonate,0402030K0,680,36750
08C,Dabigatran Etexilate,0208020X0,867,36743
04L,Tapentadol Hydrochloride,0407020AG,518,36742
01T,Dexamethasone,0603020G0,860,36741
10D,Nebivolol,0204000AB,895,36741
15E,Acarbose,0601023A0,335,36740
06D,Metoprolol Tartrate,0204000K0,567,36739
09X,Ondansetron Hydrochloride,0406000S0,854,36738
05G,Amiloride Hydrochloride,0202030C0,1079,36737
04M,Lorazepam,0401020P0,1016,36737
09A,Clobazam,040801060,903,36736
02N,Nefopam Hydrochloride,0407010P0,319,36733
05R,Amisulpride,0402010A0,653,36733
10E,Chlorpromazine Hydrochloride,0402010D0,755,36720
05G,Labetalol Hydrochloride,0204000I0,427,36719
03Q,Progesterone,0604012S0,685,36713
10X,Glimepiride,0601021A0,695,36712
01V,Bezafibrate,0212000D0,1057,36711
01H,Labetalol Hydrochloride,0204000I0,514,36711
04L,Moxonidine,0205020M0,721,36708
05V,Amiodarone Hydrochloride,0203020D0,1258,36705
01K,Labetalol Hydrochloride,0204000I0,510,36701
08Y,Lisdexamfetamine Dimesylate,0404000U0,1054,36700
99N,Chlorpromazine Hydrochloride,0402010D0,854,36699
04G,Hyoscine Hydrobromide,0406000L0,831,36698
15F,Co-Proxamol (Dextroprop HCl/Paracet),0407010Q0,230,36696
07P,Chlorpromazine Hydrochloride,0402010D0,892,36694
10X,Nefopam Hydrochloride,0407010P0,703,36694
09E,Phenobarbital,0408010N0,520,36692
05R,Buspirone Hydrochloride,0401020B0,569,36691
04V,Labetalol Hydrochloride,0204000I0,495,36691
02A,Edoxaban,0208020AA,2136,36690
09A,Amiodarone Hydrochloride,0203020D0,1445,36689
02A,Acenocoumarol,0208020H0,263,36685
05J,Dipyridamole,0209000L0,419,36680
07M,Estradiol Valerate,0604011K0,352,36664
06Y,Haloperidol,0402010J0,767,36657
02X,Tibolone,0604011Y0,800,36655
15A,Repaglinide,0601023R0,535,36654
07T,Valproic Acid,0402030Q0,686,36653
05Y,Sulpiride,0402010U0,857,36647
09J,Metformin Hydrochloride/Vildagliptin,0601023Z0,482,36638
01T,Primidone,0408010U0,529,36634
01K,Repaglinide,0601023R0,376,36633
10R,Moxonidine,0205020M0,570,36627
04D,Midodrine Hydrochloride,0207020Y0,665,36621
08F,Imipramine Hydrochloride,0403010N0,372,36620
99N,Risedronate Sodium,0606020R0,7136,36615
11E,Lacosamide,0408010AH,818,36612
09D,Desmopressin Acetate,0605020E0,792,36609
08K,Zonisamide,0408010AD,675,36606
08R,Dabigatran Etexilate,0208020X0,840,36606
12D,Phenobarbital,0408010N0,541,36598
07L,Saxagliptin,0601023AC,1468,36598
00P,Saxagliptin,0601023AC,1741,36589
04E,Amisulpride,0402010A0,1388,36588
15C,Clonidine Hydrochloride,0205020E0,410,36587
01W,Medroxyprogesterone Acetate,0604012M0,782,36584
05R,Acenocoumarol,0208020H0,312,36584
07K,Amiloride Hydrochloride,0202030C0,1028,36580
08C,Lisdexamfetamine Dimesylate,0404000U0,1162,36578
00Y,Linagliptin/Metformin,0601023AF,614,36575
03R,Methyldopa,0205020H0,527,36570
02A,Glimepiride,0601021A0,1192,36562
03A,Losartan Potassium With Diuretic,0205052P0,804,36561
99G,Amiodarone Hydrochloride,0203020D0,992,36554
03M,Norethisterone,0604012P0,758,36553
00T,Propafenone Hydrochloride,0203020R0,415,36553
10D,Sumatriptan Succinate,0407041T0,3899,36552
11N,Acarbose,0601023A0,455,36548
01V,Tranexamic Acid,0211000P0,605,36537
15D,Medroxyprogesterone Acetate,0604012M0,594,36530
04H,Procyclidine Hydrochloride,0409020S0,840,36530
99H,Omega-3-Acid Ethyl Esters,0212000AB,607,36530
07Y,Estradiol Valerate,0604011K0,382,36523
02W,Domperidone,0406000J0,832,36521
07T,Empagliflozin,0601023AN,902,36518
10V,Zolpidem Tartrate,0401010Y0,1252,36518
06F,Sodium Cromoglicate,0105040A0,211,36516
99J,Betamethasone Sodium Phosphate,0603020C0,481,36515
06K,Fluvastatin Sodium,0212000M0,1286,36515
01J,Colesevelam Hydrochloride,0212000AD,273,36514
03L,Lisinopril with Diuretic,0205051K0,964,36513
08N,Hydralazine Hydrochloride,0205010J0,517,36512
08J,Alginic Acid Compound Preparations,0101021B0,507,36506
11A,Betamethasone Sodium Phosphate,0603020C0,489,36506
11J,Propylthiouracil,0602020N0,476,36506
99J,Atomoxetine Hydrochloride,0404000S0,1226,36500
08F,Telmisartan,0205052Q0,918,36493
00Q,Metoprolol Tartrate,0204000K0,774,36485
09N,Primidone,0408010U0,471,36480
00R,Colesevelam Hydrochloride,0212000AD,307,36476
10E,Losartan Potassium With Diuretic,0205052P0,1015,36457
09D,Nefopam Hydrochloride,0407010P0,597,36456
07L,Fludrocortisone Acetate,0603010I0,1638,36455
09W,Ranolazine,0206030Z0,595,36454
00X,Acenocoumarol,0208020H0,358,36448
08N,Betamethasone Sodium Phosphate,0603020C0,375,36448
09F,Metoprolol Tartrate,0204000K0,612,36448
05G,Chlorpromazine Hydrochloride,0402010D0,640,36447
10A,Trihexyphenidyl Hydrochloride,0409020C0,391,36445
01H,Flupentixol Hydrochloride,0403040F0,967,36443
10A,Co-Amilozide (Amiloride HCl/Hydchloroth),0202040C0,770,36442
01E,Metoprolol Tartrate,0204000K0,735,36441
01Y,Dexamethasone,0603020G0,1065,36439
08A,Lacidipine,0206020K0,802,36435
01J,Olmesartan Medoxomil,0205052B0,997,36435
09P,Alverine Citrate,0102000A0,442,36434
02H,Desmopressin Acetate,0605020E0,681,36430
07Y,Phenobarbital,0408010N0,689,36424
00V,Buspirone Hydrochloride,0401020B0,752,36424
08Q,Moxonidine,0205020M0,1117,36418
07L,Naftidrofuryl Oxalate,0206040AE,591,36415
11M,Risedronate Sodium,0606020R0,6957,36413
00M,Primidone,0408010U0,703,36411
01J,Bezafibrate,0212000D0,1047,36411
09P,Metoprolol Tartrate,0204000K0,732,36408
05A,Saxagliptin,0601023AC,1330,36404
08H,Estradiol Valerate,0604011K0,352,36401
11A,Glyceryl Trinitrate,0206010F0,352,36400
05T,Modafinil,0404000R0,743,36398
01D,Fenofibrate,0212000P0,1059,36396
06M,Methyldopa,0205020H0,374,36395
04F,Amisulpride,0402010A0,752,36390
06N,Meptazinol Hydrochloride,0407020L0,624,36390
07W,Clomipramine Hydrochloride,0403010F0,586,36382
03D,Nitrazepam,0401010R0,1129,36376
03F,Vildagliptin,0601023AA,791,36375
04H,Zolpidem Tartrate,0401010Y0,1485,36371
10R,Ranolazine,0206030Z0,750,36366
06A,Analgesics with Anti-Emetics,0407041A0,1052,36358
06M,Rabeprazole Sodium,0103050T0,764,36358
01F,Fludrocortisone Acetate,0603010I0,1093,36352
06L,Methyldopa,0205020H0,487,36350
08C,Bezafibrate,0212000D0,1268,36350
00J,Estradiol Valerate,0604011K0,339,36346
15M,Co-Amilozide (Amiloride HCl/Hydchloroth),0202040C0,875,36345
11J,Betamethasone Sodium Phosphate,0603020C0,574,36341
15N,Acenocoumarol,0208020H0,210,36338
01K,Buprenorphine,0407020B0,452,36337
01F,Phenobarbital,0408010N0,538,36331
09G,Betamethasone Sodium Phosphate,0603020C0,399,36329
08Q,Pizotifen Malate,0407042Q0,796,36322
06L,Rizatriptan,0407041R0,4798,36317
13T,Olmesartan Medoxomil,0205052B0,1071,36313
01R,Nitrazepam,0401010R0,1010,36312
04F,Clomipramine Hydrochloride,0403010F0,565,36311
00V,Chlorpromazine Hydrochloride,0402010D0,607,36307
99H,Alverine Citrate,0102000A0,371,36305
99F,Clomipramine Hydrochloride,0403010F0,488,36300
15A,Glyceryl Trinitrate,0206010F0,363,36300
99J,Galantamine,0411000F0,1953,36293
15M,Acenocoumarol,0208020H0,260,36288
11X,Rizatriptan,0407041R0,4576,36288
06T,Rivastigmine,0411000E0,688,36286
07R,Cinnarizine,0406000D0,465,36284
09D,Alverine Citrate,0102000A0,544,36284
08A,Haloperidol,0402010J0,1042,36283
08A,Estradiol Valerate,0604011K0,360,36276
10R,Lofepramine Hydrochloride,0403010R0,649,36272
08K,Lisinopril with Diuretic,0205051K0,920,36267
10J,Sulpiride,0402010U0,880,36258
99F,Dexamethasone,0603020G0,961,36252
07R,Trihexyphenidyl Hydrochloride,0409020C0,658,36252
11M,Betamethasone Sodium Phosphate,0603020C0,434,36248
03W,Saxagliptin,0601023AC,1280,36246
09X,Balsalazide Sodium,0105010D0,152,36241
10D,Carvedilol,020400080,537,36232
10E,Trandolapril,0205051U0,840,36232
05Q,Sacubitril/Valsartan,0205052AE,575,36232
01A,Methyldopa,0205020H0,493,36230
09N,Rivastigmine,0411000E0,674,36227
08Q,Sulpiride,0402010U0,905,36219
09P,Ondansetron Hydrochloride,0406000S0,650,36217
02E,Losartan Potassium With Diuretic,0205052P0,839,36213
01G,Balsalazide Sodium,0105010D0,165,36212
02Q,Carvedilol,020400080,682,36208
01R,Lacosamide,0408010AH,703,36206
09X,Omega-3-Acid Ethyl Esters,0212000AB,416,36206
03D,Imipramine Hydrochloride,0403010N0,397,36200
07K,Zonisamide,0408010AD,462,36195
12D,Glimepiride,0601021A0,792,36194
99D,Methyldopa,0205020H0,919,36190
01F,Aripiprazole,0402010AD,1313,36185
06F,Tolbutamide,0601021X0,425,36182
05G,Levodopa/Carbidopa/Entacapone,0409010X0,490,36174
02X,Losartan Potassium With Diuretic,0205052P0,1116,36173
15A,Zolmitriptan,0407041Z0,3467,36169
08W,Pramipexole,0409010W0,519,36168
03D,Glimepiride,0601021A0,835,36166
05F,Tibolone,0604011Y0,643,36162
07N,Rivastigmine,0411000E0,1016,36161
02X,Amiloride Hydrochloride,0202030C0,898,36159
03R,Lisdexamfetamine Dimesylate,0404000U0,1289,36157
08Y,Acamprosate Calcium,0410010A0,346,36156
99N,Atomoxetine Hydrochloride,0404000S0,818,36155
06T,Clonidine Hydrochloride,0205020E0,599,36154
01R,Oestrogens Conjugated,0604011P0,441,36154
NI3,Dexamfetamine Sulfate,0404000L0,384,36151
01K,Methyldopa,0205020H0,465,36146
116,Acamprosate Calcium,0410010A0,376,36145
02A,Midodrine Hydrochloride,0207020Y0,552,36134
07W,Repaglinide,0601023R0,269,36130
08V,Fludrocortisone Acetate,0603010I0,1737,36126
01K,Edoxaban,0208020AA,1308,36120
04K,Oxcarbazepine,0408010D0,401,36120
07R,Lacosamide,0408010AH,585,36120
07T,Lacosamide,0408010AH,521,36116
05L,Varenicline Tartrate,0410020C0,1342,36115
08H,Eplerenone,0202030X0,956,36109
10R,Fenofibrate,0212000P0,1072,36106
05R,Vildagliptin,0601023AA,912,36104
15A,Vortioxetine,0403040AB,1362,36099
05R,Omega-3-Acid Ethyl Esters,0212000AB,468,36096
02A,Chlorpromazine Hydrochloride,0402010D0,1310,36095
11A,Prazosin Hydrochloride,0205040S0,365,36090
07H,Lacosamide,0408010AH,648,36089
11J,Omega-3-Acid Ethyl Esters,0212000AB,486,36080
15A,Propantheline Bromide,0102000Y0,321,36072
05J,Clomipramine Hydrochloride,0403010F0,459,36066
07J,Rivastigmine,0411000E0,728,36065
08X,Lofepramine Hydrochloride,0403010R0,794,36056
02Q,Co-Amilofruse (Amiloride HCl/Frusemide),0202040B0,1083,36056
02G,Nefopam Hydrochloride,0407010P0,389,36051
12F,Metformin Hydrochloride/Sitagliptin,0601023AD,509,36050
03K,Chlorpromazine Hydrochloride,0402010D0,852,36050
08D,Irbesartan with Diuretic,0205052A0,1159,36043
99F,Dapagliflozin/Metformin,0601023AL,539,36042
01Y,Trihexyphenidyl Hydrochloride,0409020C0,559,36039
06T,Trihexyphenidyl Hydrochloride,0409020C0,742,36031
15N,Perindopril Arginine,0205051Y0,988,36030
99H,Dexamethasone,0603020G0,906,36028
08W,Co-Amilofruse (Amiloride HCl/Frusemide),0202040B0,1037,36027
08R,Bezafibrate,0212000D0,940,36026
01T,Metoprolol Tartrate,0204000K0,865,36025
06P,Varenicline Tartrate,0410020C0,1457,36022
08W,Clomipramine Hydrochloride,0403010F0,486,36022
02Y,Midodrine Hydrochloride,0207020Y0,384,36021
15C,Naratriptan Hydrochloride,0407041M0,3373,36020
15A,Atomoxetine Hydrochloride,0404000S0,1135,36010
04Y,Zonisamide,0408010AD,566,36008
08P,Pioglitazone Hydrochloride,0601023B0,1582,36008
04N,Oestrogens Conjugated,0604011P0,383,36006
08K,Co-Tenidone (Atenolol/Chlortalidone),020400040,894,36001
15D,Amantadine Hydrochloride,0409010B0,696,35998
06Y,Amantadine Hydrochloride,0409010B0,710,35996
02A,Dexamethasone,0603020G0,1056,35994
08F,Tapentadol Hydrochloride,0407020AG,523,35988
14Y,Clonidine Hydrochloride,0205020E0,319,35985
08N,Phenobarbital,0408010N0,463,35970
07W,Co-Amilofruse (Amiloride HCl/Frusemide),0202040B0,1296,35962
05G,Flupentixol Hydrochloride,0403040F0,881,35960
06P,Primidone,0408010U0,409,35956
08K,Tibolone,0604011Y0,545,35948
02T,Oestrogens Conjugated,0604011P0,444,35946
00N,Naftidrofuryl Oxalate,0206040AE,563,35944
02D,Dipyridamole,0209000L0,590,35942
03H,Lacosamide,0408010AH,703,35942
05R,Metformin Hydrochloride/Vildagliptin,0601023Z0,663,35942
10K,Canagliflozin,0601023AM,773,35941
01C,Dexamethasone,0603020G0,1008,35936
00C,Rabeprazole Sodium,0103050T0,988,35936
10J,Bezafibrate,0212000D0,970,35934
07N,Estradiol Valerate,0604011K0,355,35932
11X,Zolmitriptan,0407041Z0,3765,35923
05T,Saxagliptin,0601023AC,1305,35919
08A,Omega-3-Acid Ethyl Esters,0212000AB,474,35913
01J,Buprenorphine,0407020B0,587,35911
10E,Nitrazepam,0401010R0,1127,35904
04F,Zuclopenthixol Hydrochloride,0402010T0,319,35900
01D,Repaglinide,0601023R0,232,35896
08D,Fludrocortisone Acetate,0603010I0,1334,35894
00X,Alginic Acid Compound Preparations,0101021B0,487,35891
03N,Chlordiazepoxide Hydrochloride,0401020E0,734,35888
10L,Nebivolol,0204000AB,1217,35881
08N,Trazodone Hydrochloride,0403010X0,1175,35881
06L,Naftidrofuryl Oxalate,0206040AE,475,35875
04L,Alverine Citrate,0102000A0,293,35873
01G,Dutasteride,0604020B0,1323,35869
02G,Alginic Acid Compound Preparations,0101021B0,459,35866
02Y,Amisulpride,0402010A0,988,35865
00R,Lofepramine Hydrochloride,0403010R0,603,35858
04C,Co-Tenidone (Atenolol/Chlortalidone),020400040,1108,35854
10L,Tapentadol Hydrochloride,0407020AG,597,35854
RLY,Sertraline Hydrochloride,0403030Q0,1080,35849
08V,Ranolazine,0206030Z0,1344,35846
12D,Estradiol Valerate,0604011K0,436,35844
05Y,Dexamethasone,0603020G0,693,35839
07W,Irbesartan with Diuretic,0205052A0,780,35837
01F,Varenicline Tartrate,0410020C0,1633,35833
06H,Bupropion Hydrochloride,0410020A0,657,35832
07T,Estradiol,0604011G0,459,35832
03Q,Eprosartan,0205052W0,1198,35819
03T,Amiloride Hydrochloride,0202030C0,1271,35817
05A,Dexamfetamine Sulfate,0404000L0,334,35814
06Y,Valsartan,0205052V0,993,35812
02X,Aspirin,0407010B0,1072,35805
10L,Dipyridamole,0209000L0,456,35804
07M,Naftidrofuryl Oxalate,0206040AE,395,35802
08X,Lacosamide,0408010AH,908,35794
04F,Midodrine Hydrochloride,0207020Y0,311,35787
04C,Co-Amilofruse (Amiloride HCl/Frusemide),0202040B0,1079,35784
12D,Methylphenidate Hydrochloride,0404000M0,714,35783
02M,Haloperidol,0402010J0,1044,35780
00K,Rasagiline Mesilate,0409010Y0,1133,35774
06N,Rizatriptan,0407041R0,3654,35772
01X,Estradiol Valerate,0604011K0,476,35772
13T,Ethosuximide,0408010I0,421,35764
08L,Chlorpromazine Hydrochloride,0402010D0,464,35760
02D,Dabigatran Etexilate,0208020X0,756,35756
05Q,Repaglinide,0601023R0,297,35752
12D,Primidone,0408010U0,635,35749
04E,Sacubitril/Valsartan,0205052AE,665,35749
04L,Clobazam,040801060,625,35746
14Y,Balsalazide Sodium,0105010D0,180,35740
15C,Brivaracetam,0408010AL,613,35733
03T,Trihexyphenidyl Hydrochloride,0409020C0,965,35731
15N,Perampanel,0408010AK,1433,35726
99E,Chlorpromazine Hydrochloride,0402010D0,557,35725
04F,Colesevelam Hydrochloride,0212000AD,231,35724
02R,Dexamethasone,0603020G0,1011,35715
08L,Modafinil,0404000R0,434,35703
99N,Ethosuximide,0408010I0,259,35696
02G,Norethisterone,0604012P0,743,35694
00P,Budesonide,0105020A0,517,35692
15D,Sacubitril/Valsartan,0205052AE,583,35689
08D,Clomipramine Hydrochloride,0403010F0,597,35687
02D,Temazepam,0401010T0,1462,35683
06K,Oxazepam,0401020T0,783,35681
00P,Galantamine,0411000F0,3024,35674
10V,Metformin Hydrochloride/Sitagliptin,0601023AD,510,35672
00R,Metoprolol Tartrate,0204000K0,954,35670
03T,Buprenorphine,0407020B0,465,35660
05H,Edoxaban,0208020AA,1306,35652
05R,Imipramine Hydrochloride,0403010N0,339,35646
09J,Lisdexamfetamine Dimesylate,0404000U0,1531,35645
10C,Clonidine Hydrochloride,0407042F0,242,35644
02A,Trihexyphenidyl Hydrochloride,0409020C0,854,35638
08K,Ranolazine,0206030Z0,767,35636
03H,Alogliptin/Metformin,0601023AJ,573,35630
03T,Medroxyprogesterone Acetate,0604012M0,551,35630
08C,Nebivolol,0204000AB,1163,35630
05Q,Chlorpromazine Hydrochloride,0402010D0,859,35624
08A,Rasagiline Mesilate,0409010Y0,1231,35623
08P,Edoxaban,0208020AA,1527,35622
07Q,Moxonidine,0205020M0,570,35616
02Y,Rivastigmine,0411000E0,599,35614
08E,Nitrazepam,0401010R0,1220,35612
04D,Losartan Potassium With Diuretic,0205052P0,1014,35609
02X,Zuclopenthixol Hydrochloride,0402010T0,298,35600
04H,Midodrine Hydrochloride,0207020Y0,485,35600
10E,Primidone,0408010U0,541,35591
08F,Amiodarone Hydrochloride,0203020D0,1370,35588
10L,Dexamethasone,0603020G0,833,35586
06L,Trihexyphenidyl Hydrochloride,0409020C0,503,35584
00R,Amantadine Hydrochloride,0409010B0,873,35584
99E,Co-Tenidone (Atenolol/Chlortalidone),020400040,657,35577
03E,Naftidrofuryl Oxalate,0206040AE,368,35576
11M,Isosorbide Dinitrate,0206010I0,886,35574
08T,Fludrocortisone Acetate,0603010I0,1302,35568
RY2,Prednisolone,0603020T0,1099,35565
08H,Metformin Hydrochloride/Sitagliptin,0601023AD,508,35560
02W,Ezetimibe,0212000L0,1449,35560
03E,Clomipramine Hydrochloride,0403010F0,535,35559
04M,Escitalopram,0403030X0,1040,35558
06H,Irbesartan with Diuretic,0205052A0,1124,35556
01T,Estradiol Valerate,0604011K0,494,35553
06M,Amantadine Hydrochloride,0409010B0,625,35553
08P,Valsartan,0205052V0,938,35553
11N,Prasugrel,0209000Y0,1216,35533
05H,Trazodone Hydrochloride,0403010X0,1001,35529
02D,Bezafibrate,0212000D0,1183,35520
11M,Atomoxetine Hydrochloride,0404000S0,1412,35519
06Y,Dicycloverine Hydrochloride,0102000J0,573,35510
10C,Ivabradine,0206030Y0,596,35506
07N,Lacosamide,0408010AH,778,35502
09G,Glyceryl Trinitrate,0206010F0,343,35500
07H,Rabeprazole Sodium,0103050T0,772,35497
05F,Dexamethasone,0603020G0,871,35492
05F,Nefopam Hydrochloride,0407010P0,403,35483
03K,Estradiol Valerate,0604011K0,451,35475
00R,Glimepiride,0601021A0,1174,35473
99E,Modafinil,0404000R0,611,35472
08F,Chlorpromazine Hydrochloride,0402010D0,847,35469
02G,Tapentadol Hydrochloride,0407020AG,648,35463
02A,Flupentixol Hydrochloride,0403040F0,921,35463
08W,Desmopressin Acetate,0605020E0,480,35456
15A,Dexamfetamine Sulfate,0404000L0,267,35454
08P,Cinnarizine,0406000D0,558,35453
02E,Propantheline Bromide,0102000Y0,335,35449
09X,Zonisamide,0408010AD,323,35441
07X,Chlorpromazine Hydrochloride,0402010D0,778,35438
04Q,Alverine Citrate,0102000A0,399,35436
15N,Naratriptan Hydrochloride,0407041M0,3305,35419
03V,Norethisterone,0604012P0,687,35411
03N,Edoxaban,0208020AA,1439,35410
03F,Perampanel,0408010AK,1419,35408
00C,Sumatriptan Succinate,0407041T0,3950,35406
15E,Oxycodone HCl/Naloxone HCl,0407020AF,602,35404
01X,Rabeprazole Sodium,0103050T0,880,35399
02R,Tibolone,0604011Y0,590,35399
99K,Valproic Acid,0402030Q0,824,35399
06P,Prucalopride,0106070A0,907,35398
03J,Clomipramine Hydrochloride,0403010F0,734,35397
09A,Dutasteride,0604020B0,870,35389
10Q,Naftidrofuryl Oxalate,0206040AE,397,35382
03J,Labetalol Hydrochloride,0204000I0,493,35382
08C,Dipyridamole,0209000L0,606,35376
08H,Tibolone,0604011Y0,625,35364
RYG,Diazepam,0401020K0,1395,35360
08X,Pramipexole,0409010W0,681,35355
06T,Repaglinide,0601023R0,368,35352
08N,Irbesartan with Diuretic,0205052A0,844,35348
09H,Varenicline Tartrate,0410020C0,1217,35348
04H,Memantine Hydrochloride,0411000G0,1458,35347
08W,Cinnarizine,0406000D0,371,35344
00P,Oxcarbazepine,0408010D0,578,35343
03W,Modafinil,0404000R0,444,35342
99C,Modafinil,0404000R0,572,35341
08R,Pizotifen Malate,0407042Q0,660,35330
99J,Naftidrofuryl Oxalate,0206040AE,373,35330
15F,Flupentixol Hydrochloride,0402010H0,884,35323
03N,Clonidine Hydrochloride,0205020E0,522,35317
07G,Sacubitril/Valsartan,0205052AE,636,35315
00Q,Flupentixol Hydrochloride,0403040F0,618,35308
02P,Oxcarbazepine,0408010D0,517,35308
10L,Estradiol Valerate,0604011K0,343,35308
09W,Nitrazepam,0401010R0,1215,35301
05G,Clobazam,040801060,847,35294
07P,Acamprosate Calcium,0410010A0,301,35280
09J,Oxcarbazepine,0408010D0,555,35279
03K,Dexamethasone,0603020G0,786,35274
08A,Lisinopril with Diuretic,0205051K0,927,35273
07H,Balsalazide Sodium,0105010D0,213,35269
03A,Tapentadol Hydrochloride,0407020AG,610,35269
09J,Valsartan,0205052V0,963,35266
08J,Glimepiride,0601021A0,851,35259
04K,Tibolone,0604011Y0,689,35258
00L,Prazosin Hydrochloride,0205040S0,348,35257
15C,Chlordiazepoxide Hydrochloride,0401020E0,1193,35254
15C,Atomoxetine Hydrochloride,0404000S0,1028,35253
01A,Buprenorphine,0407020B0,499,35252
07K,Rivastigmine,0411000E0,804,35249
02P,Tibolone,0604011Y0,674,35246
99E,Imipramine Hydrochloride,0403010N0,437,35242
07V,Tapentadol Hydrochloride,0407020AG,572,35240
